st_cty,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,Th5_Irregular_Care_Seeking_Behavior,CVAC
TX Houston County,0.569245463,0.931550462,0.971346705,0.934415791,0.879337791,0.973575294
TX Howard County,0.733524355,0.768545049,0.926456543,0.917542184,0.928685132,0.971346705
TX Hudspeth County,0.865647883,0.988538682,0.864056033,0.680356574,0.956701687,0.980897803
TX Hunt County,0.559694365,0.445717924,0.937281121,0.894301178,0.877745941,0.867558103
TX Hutchinson County,0.552053486,0.543457498,0.955428208,0.744985673,0.874243871,0.856733524
TX Irion County,0.798153454,0.611907036,0.99840815,0.482012098,0.857688634,0.877427571
TX Jack County,0.691499522,0.843361987,0.990767272,0.867558103,0.936326011,0.978669214
TX Jackson County,0.728430436,0.578159822,0.976440624,0.829990449,0.909901305,0.931232092
TX Jasper County,0.737344795,0.878064311,0.578478192,0.843680357,0.88315823,0.916587074
TX Jeff Davis County,0.854823305,0.633237822,0.994587711,0.488697867,0.855460045,0.893346068
TX Jefferson County,0.740210124,0.910856415,0.694364852,0.892390958,0.88475008,0.950334288
TX Jim Hogg County,0.791467685,0.99872652,0.965616046,0.99936326,0.964660936,0.99872652
TX Jim Wells County,0.673989175,0.99808978,0.950971028,0.955109838,0.93887297,0.991404011
TX Johnson County,0.58611907,0.245144858,0.974212034,0.466093601,0.901623687,0.730659026
TX Jones County,0.748169373,0.713148679,0.94333015,0.892072588,0.935052531,0.966571156
TX Karnes County,0.751353072,0.847819166,0.874243871,0.857051894,0.962750716,0.974530404
TX Kaufman County,0.563196434,0.315822986,0.971028335,0.562241324,0.902260427,0.76567972
TX Kendall County,0.640560331,0.025469596,0.449538364,0.422795288,0.850684495,0.47023241
TX Kenedy County,0.680038204,0.893982808,0.99904489,0.978669214,0.928048392,0.989493792
TX Kent County,0.76185928,0.436803566,0.99936326,0.853549825,0.826806749,0.905125756
TX Kerr County,0.573702642,0.304680038,0.488379497,0.582617001,0.827443489,0.601719198
TX Kimble County,0.70741802,0.850047755,0.382362305,0.712830309,0.861509074,0.816618911
TX King County,0.784781917,0.145813435,1,0.168099331,0.904170646,0.676854505
TX Kinney County,0.799745304,0.981852913,0.902578797,0.788283986,0.926138173,0.984718243
TX Kleberg County,0.744030564,0.811206622,0.892390958,0.992040751,0.961795606,0.985673352
TX Knox County,0.82298631,0.806749443,0.808341293,0.668895256,0.887615409,0.926456543
TX Lamar County,0.759312321,0.799426934,0.683221904,0.976122254,0.849411016,0.93982808
TX Lamb County,0.816300541,0.899713467,0.904489016,0.947468959,0.935052531,0.991085642
TX Lampasas County,0.800063674,0.336835403,0.981534543,0.775230818,0.867558103,0.88156638
TX La Salle County,0.795924865,0.947468959,0.899395097,0.671123846,0.976440624,0.974212034
TX Lavaca County,0.70455269,0.665074817,0.862782553,0.794333015,0.856733524,0.907035976
TX Lee County,0.575931232,0.64756447,0.945877109,0.662209487,0.914995224,0.876790831
TX Leon County,0.52690226,0.891754218,0.977714104,0.691499522,0.859917224,0.921680993
TX Liberty County,0.748169373,0.747214263,0.963387456,0.871060172,0.907354346,0.967526266
TX Limestone County,0.740846864,0.945240369,0.974848774,0.758357211,0.911174785,0.978987584
TX Lipscomb County,0.681311684,0.358802929,0.993632601,0.748487743,0.934415791,0.868831582
TX Live Oak County,0.571155683,0.929640242,0.967526266,0.685450493,0.94205667,0.946513849
TX Llano County,0.584527221,0.267112385,0.931232092,0.749124483,0.743075454,0.755810252
TX Loving County,0.730977396,0.541547278,0.994269341,0.425342248,0.900031837,0.834447628
TX Lubbock County,0.672715696,0.433619866,0.496020376,0.682903534,0.932823941,0.743712194
TX Lynn County,0.782553327,0.859280484,0.927730022,0.981534543,0.932505571,0.989812162
TX McCulloch County,0.659025788,0.813116842,0.714422159,0.945877109,0.886660299,0.930913722
TX McLennan County,0.562878064,0.620184655,0.8802929,0.82234957,0.890799109,0.88411334
TX McMullen County,0.801018784,0.304043298,0.856096784,0.696593442,0.901623687,0.828080229
TX Madison County,0.566698504,0.837312958,0.927730022,0.929640242,0.951607768,0.964024196
TX Marion County,0.723654887,0.975167144,0.996816301,0.749442853,0.833492518,0.971983445
TX Martin County,0.850047755,0.666985037,0.935689271,0.392550143,0.950652658,0.888888889
TX Mason County,0.699777141,0.660936008,0.682266794,0.595988539,0.847500796,0.810888252
TX Matagorda County,0.619547915,0.962750716,0.759630691,0.851957975,0.893346068,0.944285259
TX Maverick County,0.872333652,0.99745304,0.99713467,0.913721745,0.954473098,0.99904489
TX Medina County,0.782553327,0.659025788,0.970073225,0.778732888,0.919452404,0.948105699
TX Menard County,0.696911812,0.871060172,0.851639605,0.995224451,0.858643744,0.971028335
TX Midland County,0.625596944,0.283349252,0.805475963,0.501751035,0.926774912,0.722699777
TX Milam County,0.546004457,0.907354346,0.976758994,0.809296402,0.889843999,0.951926138
TX Mills County,0.82075772,0.752626552,0.952244508,0.737663165,0.852276345,0.949060809
TX Mitchell County,0.82617001,0.843361987,0.962750716,0.675899395,0.966571156,0.971346705
TX Montague County,0.768545049,0.688952563,0.950015918,0.743075454,0.875835721,0.931550462
TX Montgomery County,0.561922954,0.146768545,0.779687997,0.570837313,0.913403375,0.665074817
TX Moore County,0.5889844,0.428525947,0.978350844,0.831582299,0.946832219,0.8834766
TX Morris County,0.728430436,0.740528494,0.99808978,0.94205667,0.861190704,0.970709965
TX Motley County,0.794014645,0.450493473,0.99777141,0.639923591,0.831582299,0.866921363
TX Nacogdoches County,0.681311684,0.630690863,0.7637695,0.893027698,0.906080866,0.904807386
TX Navarro County,0.572110793,0.761540911,0.970709965,0.910219675,0.878701051,0.945877109
TX Newton County,0.689907673,0.710283349,0.976122254,0.920089144,0.887297039,0.960203757
TX Nolan County,0.711556829,0.805475963,0.852594715,0.936007641,0.878064311,0.960203757
TX Nueces County,0.667303407,0.583890481,0.744985673,0.864374403,0.930276982,0.887933779
TX Ochiltree County,0.695956702,0.701368991,0.960840497,0.526265521,0.962113976,0.897803247
TX Oldham County,0.585163961,0.216173193,0.988538682,0.449538364,0.896211398,0.720152818
TX Orange County,0.583890481,0.401464502,0.944285259,0.872015282,0.869149952,0.857370264
TX Palo Pinto County,0.595351799,0.70646291,0.960203757,0.918178924,0.862782553,0.934097421
TX Panola County,0.683858644,0.687679083,0.975485514,0.680993314,0.891117479,0.915950334
TX Parker County,0.583890481,0.080865966,0.948424069,0.52944922,0.88156638,0.683221904
TX Parmer County,0.867558103,0.756128621,0.936962751,0.733524355,0.960840497,0.969118115
TX Pecos County,0.889207259,0.955428208,0.740846864,0.781916587,0.968799745,0.979305954
TX Polk County,0.678764725,0.891435848,0.8834766,0.876790831,0.897484877,0.965934416
TX Potter County,0.585163961,0.817574021,0.452403693,0.927411652,0.927093282,0.866284623
TX Presidio County,0.873925501,0.996816301,0.752308182,0.99968163,0.9385546,0.992995861
TX Rains County,0.568290353,0.729385546,0.996497931,0.64692773,0.863100923,0.889843999
TX Randall County,0.610633556,0.051575931,0.886023559,0.330149634,0.896211398,0.601400828
TX Reagan County,0.794333015,0.751989812,0.875198981,0.692454632,0.964024196,0.94205667
TX Real County,0.779369628,0.972938555,0.602037568,0.798790194,0.856733524,0.929321872
TX Red River County,0.770773639,0.933779051,0.993314231,0.847500796,0.853868195,0.985036613
TX Reeves County,0.864374403,0.873288762,0.983444763,0.700413881,0.962750716,0.983763133
TX Refugio County,0.673989175,0.886023559,0.983444763,0.963069086,0.910219675,0.986310092
TX Roberts County,0.566380134,0.039796243,0.956064947,0.573065903,0.855778415,0.673034066
TX Robertson County,0.523718561,0.723018147,0.932505571,0.967207896,0.852913085,0.927730022
TX Rockwall County,0.536453359,0.035020694,0.64469914,0.407513531,0.892072588,0.510347023
TX Runnels County,0.661572748,0.731932506,0.890480739,0.758357211,0.892709328,0.919770774
TX Rusk County,0.683858644,0.797516714,0.987265202,0.724291627,0.88411334,0.94141993
TX Sabine County,0.745622413,0.804520853,0.928366762,0.741165234,0.809296402,0.932187202
TX San Augustine County,0.723018147,0.965297676,0.88379497,0.946832219,0.835084368,0.980579433
TX San Jacinto County,0.664756447,0.690544413,0.99745304,0.58993951,0.843680357,0.887297039
TX San Patricio County,0.622731614,0.818210761,0.935689271,0.94078319,0.924864693,0.968163005
TX San Saba County,0.726201847,0.800382044,0.918178924,0.902260427,0.931550462,0.971983445
TX Schleicher County,0.82266794,0.862782553,0.967526266,0.609360076,0.947787329,0.963705826
TX Scurry County,0.773638968,0.692136262,0.966889526,0.773638968,0.914358485,0.949379179
TX Shackelford County,0.574021012,0.203438395,0.88061127,0.58771092,0.88092964,0.715695638
TX Shelby County,0.787647246,0.962113976,0.88443171,0.944285259,0.907672716,0.990448902
TX Sherman County,0.687360713,0.698822031,0.846545686,0.564469914,0.94078319,0.874243871
TX Smith County,0.533906399,0.441260745,0.556192295,0.594396689,0.869786692,0.674944285
TX Somervell County,0.534224769,0.423432028,0.792104425,0.478510029,0.871060172,0.70582617
TX Starr County,0.746259153,0.992995861,0.991722381,0.99840815,0.964024196,0.99777141
TX Stephens County,0.553008596,0.635466412,0.88443171,0.70709965,0.914995224,0.862464183
TX Sterling County,0.781598217,0.364851958,0.854823305,0.520534862,0.920407514,0.800382044
TX Stonewall County,0.783190067,0.680674944,0.47086915,0.584845591,0.853231455,0.785100287
TX Sutton County,0.820120981,0.913721745,0.660936008,0.719516078,0.946832219,0.9385546
TX Swisher County,0.868194842,0.87965616,0.979305954,0.979305954,0.933460681,0.996497931
TX Tarrant County,0.58611907,0.262655205,0.815027061,0.592168099,0.919134034,0.730977396
TX Taylor County,0.623686724,0.455269023,0.615090735,0.758993951,0.917542184,0.784781917
TX Terrell County,0.859917224,0.802929004,0.984081503,0.347341611,0.903533906,0.911174785
TX Terry County,0.82425979,0.923909583,0.744348933,0.988538682,0.953836358,0.987265202
TX Throckmorton County,0.701368991,0.58548233,0.801337154,0.695319962,0.845590576,0.845908946
TX Titus County,0.810569882,0.854823305,0.640560331,0.711556829,0.916905444,0.919452404
TX Tom Green County,0.728430436,0.545049347,0.819165871,0.769818529,0.921680993,0.886341929
TX Travis County,0.580706781,0.189430118,0.70487106,0.64660936,0.944603629,0.693091372
TX Trinity County,0.656478828,0.902897167,0.93919134,0.948105699,0.848455906,0.974848774
TX Tyler County,0.736389685,0.784781917,0.982808023,0.930276982,0.907991086,0.979624323
TX Upshur County,0.615409105,0.568290353,0.993950971,0.730340656,0.854823305,0.88252149
TX Upton County,0.819484241,0.910219675,0.574021012,0.958293537,0.945558739,0.963387456
TX Uvalde County,0.770773639,0.947150589,0.759630691,0.954791468,0.924227953,0.981216173
TX Val Verde County,0.816300541,0.928685132,0.963705826,0.893346068,0.952244508,0.992359121
TX Van Zandt County,0.669213626,0.666348297,0.985354982,0.627188793,0.8834766,0.893982808
TX Victoria County,0.659025788,0.737981535,0.695638332,0.846545686,0.906717606,0.896848138
TX Walker County,0.642470551,0.574021012,0.967207896,0.739891754,0.94046482,0.902578797
TX Waller County,0.582935371,0.730659026,0.984718243,0.651066539,0.912129895,0.901623687
TX Ward County,0.845272206,0.796879975,0.980579433,0.625278574,0.94110156,0.961158867
TX Washington County,0.58771092,0.626233684,0.846545686,0.777141038,0.843043617,0.860553964
TX Webb County,0.790512576,0.965616046,0.982171283,0.789239096,0.967526266,0.990767272
TX Wharton County,0.621139764,0.890480739,0.828716969,0.935689271,0.890480739,0.956701687
TX Wheeler County,0.827443489,0.702005731,0.727793696,0.728748806,0.898121617,0.907354346
TX Wichita County,0.581980261,0.575612862,0.638968481,0.850684495,0.910538045,0.827761859
TX Wilbarger County,0.719197708,0.88443171,0.668895256,0.832537408,0.8802929,0.925819803
TX Willacy County,0.635784782,0.986628462,0.965934416,0.838268067,0.962750716,0.984399873
TX Williamson County,0.574021012,0.066539319,0.82171283,0.326010825,0.914676855,0.579751671
TX Wilson County,0.776504298,0.23495702,0.945877109,0.514167463,0.897484877,0.783826807
TX Winkler County,0.878064311,0.855141675,0.957020057,0.82425979,0.956064947,0.989175422
TX Wise County,0.567335244,0.430436167,0.966252786,0.623686724,0.892390958,0.809296402
TX Wood County,0.709646609,0.518624642,0.933460681,0.70614454,0.847819166,0.868194842
TX Yoakum County,0.890480739,0.671760586,0.772047119,0.721426297,0.959567017,0.930276982
TX Young County,0.574657752,0.602037568,0.789557466,0.746577523,0.891754218,0.838586437
TX Zapata County,0.795606495,0.991085642,0.981216173,0.930913722,0.972620185,0.996816301
TX Zavala County,0.851957975,0.99936326,0.876154091,0.990767272,0.969436485,0.99745304
UT Beaver County,0.876790831,0.362304998,0.334288443,0.314231137,0.799745304,0.574976122
UT Box Elder County,0.500795925,0.054441261,0.835402738,0.197389366,0.737344795,0.450175103
UT Cache County,0.546322827,0.088188475,0.769181789,0.135943967,0.814071952,0.460681312
UT Carbon County,0.504297994,0.397644062,0.297994269,0.450175103,0.738936644,0.47023241
UT Daggett County,0.597580388,0.019102197,0.867558103,0.689270933,0.727156956,0.640560331
UT Davis County,0.515759312,0.007959249,0.70359758,0.128939828,0.770455269,0.382999045
UT Duchesne County,0.667621777,0.361031519,0.322827125,0.46959567,0.820439351,0.555237186
UT Emery County,0.576886342,0.264565425,0.636103152,0.277618593,0.781279847,0.518943012
UT Garfield County,0.843043617,0.434574976,0.430117797,0.417701369,0.750716332,0.632601082
UT Grand County,0.592804839,0.331423114,0.244826488,0.617319325,0.781916587,0.53231455
UT Iron County,0.555237186,0.198344476,0.64947469,0.425978988,0.807067813,0.552690226
UT Juab County,0.735116205,0.197707736,0.860553964,0.268067494,0.734479465,0.609996816
UT Kane County,0.633874562,0.247373448,0.575612862,0.347341611,0.64883795,0.491881566
UT Millard County,0.620821394,0.145176695,0.501751035,0.510983763,0.777777778,0.52785737
UT Morgan County,0.508118434,0,0.488379497,0.127666348,0.637695002,0.258834766
UT Piute County,0.548233047,0.368035657,0.902897167,0.377268386,0.609360076,0.611588666
UT Rich County,0.524992041,0.138172557,0.482648838,0.251512257,0.695956702,0.369627507
UT Salt Lake County,0.545367717,0.086596625,0.439987265,0.364215218,0.809933142,0.424705508
UT San Juan County,0.852913085,0.985991722,0.276663483,0.868831582,0.82553327,0.891117479
UT Sanpete County,0.604902897,0.1747851,0.594396689,0.231136581,0.826488379,0.486150907
UT Sevier County,0.534861509,0.168099331,0.464501751,0.290671761,0.767908309,0.417701369
UT Summit County,0.535498249,0.041706463,0.304043298,0.133715377,0.715058898,0.248965298
UT Tooele County,0.64501751,0.033747214,0.848774276,0.206940465,0.787647246,0.514485833
UT Uintah County,0.634829672,0.371219357,0.872333652,0.424387138,0.800063674,0.70709965
UT Utah County,0.559375995,0.030881885,0.748169373,0.163005412,0.82107609,0.448901624
UT Wasatch County,0.542184018,0.053486151,0.751989812,0.203756765,0.784145177,0.453358803
UT Washington County,0.472461,0.11684177,0.435211716,0.332059854,0.687679083,0.35148042
UT Wayne County,0.838586437,0.617000955,0.46800382,0.363896848,0.719834448,0.679083095
UT Weber County,0.536771729,0.074816937,0.658389048,0.298949379,0.805475963,0.464501751
VT Addison County,0.901305317,0.050302451,0.044571792,0.026743075,0.17382999,0.099331423
VT Bennington County,0.817574021,0.213307864,0.029608405,0.372492837,0.076408787,0.180197389
VT Caledonia County,0.965616046,0.407513531,0.050302451,0.324418975,0.158229863,0.307545368
VT Chittenden County,0.837949698,0.05985355,0.006685769,0.219675263,0.159821713,0.11716014
VT Essex County,0.944603629,0.782553327,0.205348615,0.173511621,0.078319007,0.402419612
VT Franklin County,0.82075772,0.157911493,0.087233365,0.143903216,0.141037886,0.135943967
VT Grand Isle County,0.798153454,0.053167781,0.036930914,0.012416428,0.107927412,0.05858007
VT Lamoille County,0.921680993,0.108245782,0.023241006,0.05921681,0.184336199,0.121298949
VT Orange County,0.94046482,0.192295447,0.004138809,0.120662209,0.113339701,0.141356256
VT Orleans County,0.971346705,0.652976759,0.124482649,0.327284304,0.144539955,0.416746259
VT Rutland County,0.914676855,0.288761541,0.005730659,0.262018465,0.100923273,0.197389366
VT Washington County,0.863419293,0.17860554,0.004775549,0.315822986,0.11556829,0.173193251
VT Windham County,0.922636103,0.512257243,0.031836995,0.307226998,0.143903216,0.311684177
VT Windsor County,0.879337791,0.094237504,0.00063674,0.113339701,0.082776186,0.092327284
VA Accomack County,0.156956383,0.88506845,0.491244826,0.868831582,0.097739573,0.503342884
VA Albemarle County,0.442215855,0.054759631,0.301814709,0.129894938,0.090098695,0.06176377
VA Alleghany County,0.17574021,0.670168736,0.82617001,0.480101878,0.052531041,0.408787011
VA Amelia County,0.250875517,0.634192932,0.657115568,0.258834766,0.05953518,0.29321872
VA Amherst County,0.464820121,0.554600446,0.751671442,0.40910538,0.063673989,0.424068768
VA Appomattox County,0.170646291,0.537726839,0.76313276,0.285577841,0.030563515,0.267749124
VA Arlington County,0.221585482,0.047755492,0.35179879,0.487742757,0.253422477,0.138809296
VA Augusta County,0.126074499,0.198026106,0.709964979,0.194842407,0.062718879,0.11907036
VA Bath County,0.700413881,0.798790194,0.815982171,0.199299586,0.073543457,0.537726839
VA Bedford County,0.41197071,0.213626234,0.64883795,0.122254059,0.022285896,0.157593123
VA Bland County,0.381088825,0.466411971,0.427570837,0.134988857,0.17828717,0.203120025
VA Botetourt County,0.155364534,0.027698185,0.699458771,0.076408787,0.014645018,0.054122891
VA Brunswick County,0.535179879,0.855460045,0.923591213,0.736389685,0.149315505,0.739891754
VA Buchanan County,0.439987265,0.914358485,0.397962432,0.713148679,0.197070996,0.564151544
VA Buckingham County,0.288443171,0.846545686,0.895893028,0.539637058,0.179879019,0.592168099
VA Campbell County,0.147723655,0.53040433,0.737026425,0.430436167,0.043298313,0.300541229
VA Caroline County,0.432983126,0.29321872,0.904170646,0.230181471,0.087870105,0.321872015
VA Carroll County,0.201846546,0.799108564,0.748806113,0.341292582,0.110792741,0.407195161
VA Charles City County,0.448264884,0.70423432,0.799745304,0.641515441,0.023241006,0.548233047
VA Charlotte County,0.250238777,0.900350207,0.757720471,0.849411016,0.090735435,0.624641834
VA Chesterfield County,0.406558421,0.074498567,0.424068768,0.074816937,0.062082139,0.065265839
VA Clarke County,0.17446673,0.123845909,0.8252149,0.315186246,0.028653295,0.170646291
VA Craig County,0.359758039,0.100604903,0.465456861,0.457497612,0.020375677,0.154409424
VA Culpeper County,0.452722063,0.122890799,0.796879975,0.205348615,0.111111111,0.23527539
VA Cumberland County,0.609360076,0.771092009,0.863100923,0.686087233,0.065265839,0.674625915
VA Dickenson County,0.447946514,0.848455906,0.592168099,0.776504298,0.186246418,0.625915314
VA Dinwiddie County,0.2913085,0.52944922,0.94205667,0.255332697,0.071633238,0.368035657
VA Essex County,0.184017829,0.686087233,0.375039796,0.328876154,0.094874244,0.228589621
VA Fairfax County,0.168736071,0.075453677,0.340655842,0.083094556,0.107290672,0.028653295
VA Fauquier County,0.450175103,0.028653295,0.780643107,0.103151862,0.083731296,0.163960522
VA Floyd County,0.186883158,0.328557784,0.642152181,0.248328558,0.103470232,0.180197389
VA Fluvanna County,0.158866603,0.047755492,0.665074817,0.05858007,0.036612544,0.052531041
VA Franklin County,0.387137854,0.463865011,0.666985037,0.35179879,0.032473734,0.306271888
VA Frederick County,0.424387138,0.11588666,0.838268067,0.167462592,0.105698822,0.222222222
VA Giles County,0.356574339,0.376313276,0.511938873,0.551735116,0.024832856,0.279528812
VA Gloucester County,0.141674626,0.040432983,0.478828399,0.129894938,0.06176377,0.037249284
VA Goochland County,0.17765043,0.026424706,0.569563833,0.033747214,0.012416428,0.033747214
VA Grayson County,0.264247055,0.889525629,0.840178287,0.669531996,0.097102833,0.595988539
VA Greene County,0.182744349,0.032155365,0.886978669,0.202801656,0.043935053,0.134988857
VA Greensville County,0.426297358,0.836357848,0.958293537,0.795924865,0.212034384,0.744985673
VA Halifax County,0.23686724,0.907035976,0.357211079,0.748169373,0.081502706,0.452085323
VA Hanover County,0.156001273,0.012098058,0.273798153,0.026424706,0.035339064,0.007640879
VA Henrico County,0.167144222,0.168736071,0.200573066,0.23400191,0.068131168,0.035975804
VA Henry County,0.161731933,0.948424069,0.911811525,0.70391595,0.023559376,0.591849729
VA Highland County,0.691817892,0.29417383,0.582935371,0.397325692,0.015918497,0.331104744
VA Isle of Wight County,0.219993633,0.166825852,0.782234957,0.181789239,0.018465457,0.141037886
VA James City County,0.111429481,0.063673989,0.333970073,0.099331423,0.004457179,0.014326648
VA King and Queen County,0.406876791,0.443807705,0.832219039,0.109837631,0.043935053,0.284941102
VA King George County,0.342247692,0.012416428,0.944603629,0.067812798,0.203120025,0.196752627
VA King William County,0.160458453,0.135625597,0.609360076,0.042343203,0.068449538,0.06112703
VA Lancaster County,0.121617319,0.570200573,0.078319007,0.481693728,0.004775549,0.111429481
VA Lee County,0.374084686,0.866602993,0.610951926,0.858325374,0.2362305,0.654568609
VA Loudoun County,0.187519898,0.045845272,0.538363578,0.028016555,0.152817574,0.049665712
VA Louisa County,0.148360395,0.248328558,0.818529131,0.341292582,0.047437122,0.207258835
VA Lunenburg County,0.272843044,0.886341929,0.535816619,0.660299268,0.138172557,0.502387775
VA Madison County,0.447628144,0.319006686,0.840815027,0.240050939,0.094555874,0.319643426
VA Mathews County,0.112702961,0.29353709,0.618592805,0.171601401,0.003502069,0.100286533
VA Mecklenburg County,0.23718561,0.890799109,0.298631009,0.783190067,0.091690544,0.441260745
VA Middlesex County,0.131805158,0.313912767,0.70359758,0.288443171,0.021967526,0.168099331
VA Montgomery County,0.222222222,0.141674626,0.556829035,0.102515123,0.269659344,0.12002547
VA Nelson County,0.486150907,0.512893983,0.191658707,0.482648838,0.007959249,0.232091691
VA New Kent County,0.443170965,0.020694046,0.744030564,0.037249284,0.048710602,0.12034384
VA Northampton County,0.143903216,0.758357211,0.085004776,0.836676218,0.072269978,0.303724928
VA Northumberland County,0.146450175,0.299586119,0.492199936,0.250875517,0.009551098,0.099968163
VA Nottoway County,0.70487106,0.872333652,0.860872334,0.651384909,0.167144222,0.750079592
VA Orange County,0.201846546,0.203120025,0.830627189,0.195797517,0.103788602,0.187201528
VA Page County,0.479783508,0.64660936,0.876790831,0.537408469,0.141356256,0.572429163
VA Patrick County,0.189111748,0.780961477,0.661891117,0.35243553,0.085959885,0.361986628
VA Pittsylvania County,0.197070996,0.800700414,0.820120981,0.459726202,0.028653295,0.443489335
VA Powhatan County,0.450493473,0.007322509,0.725565107,0.044253422,0.068449538,0.120980579
VA Prince Edward County,0.383635785,0.736071315,0.401146132,0.698503661,0.244826488,0.494746896
VA Prince George County,0.514167463,0.111747851,0.806431073,0.23241006,0.154091054,0.278255333
VA Prince William County,0.205348615,0.11716014,0.829990449,0.141674626,0.17446673,0.171283031
VA Pulaski County,0.231454951,0.58707418,0.483285578,0.401146132,0.028334925,0.250557147
VA Rappahannock County,0.211716014,0.266157275,0.845272206,0.225087552,0.05762496,0.208532315
VA Richmond County,0.218083413,0.789557466,0.767908309,0.241961159,0.168736071,0.403374721
VA Roanoke County,0.143903216,0.024514486,0.342247692,0.025469596,0.018783827,0.010824578
VA Rockbridge County,0.157593123,0.403374721,0.774912448,0.111111111,0.094237504,0.189748488
VA Rockingham County,0.453677173,0.332059854,0.9417383,0.449219994,0.075453677,0.426934097
VA Russell County,0.272524674,0.787010506,0.659025788,0.694683222,0.186246418,0.540910538
VA Scott County,0.219356893,0.716650748,0.466411971,0.742120344,0.064947469,0.4110156
VA Shenandoah County,0.656160458,0.46959567,0.873607131,0.465138491,0.140082776,0.542820758
VA Smyth County,0.314549507,0.794651385,0.188156638,0.782871697,0.126392869,0.41006049
VA Southampton County,0.304043298,0.341610952,0.953517988,0.618911175,0.089461955,0.444126074
VA Spotsylvania County,0.212671124,0.072269978,0.865011143,0.076090417,0.11716014,0.133715377
VA Stafford County,0.449538364,0.044571792,0.94269341,0.063673989,0.124801019,0.214262974
VA Surry County,0.541865648,0.494746896,0.813753582,0.448583254,0.042343203,0.456224132
VA Sussex County,0.375039796,0.875517351,0.845272206,0.792741165,0.135943967,0.683540274
VA Tazewell County,0.64660936,0.711556829,0.329512894,0.753581662,0.085323145,0.516396052
VA Warren County,0.569882203,0.140401146,0.833492518,0.466730341,0.134352117,0.390321554
VA Washington County,0.206940465,0.335561923,0.167780961,0.331423114,0.05794333,0.074816937
VA Westmoreland County,0.273479784,0.664756447,0.88124801,0.64597262,0.078637377,0.523400191
VA Wise County,0.265838905,0.815027061,0.448264884,0.818847501,0.257242916,0.543139128
VA Wythe County,0.372811207,0.630054123,0.399235912,0.520853231,0.124801019,0.35402738
VA York County,0.129258198,0.035975804,0.257242916,0.014963387,0.042979943,0.006685769
VA Alexandria city,0.169691181,0.114294811,0.35402738,0.634192932,0.158229863,0.159821713
VA Bristol city,0.390958294,0.474371219,0.365170328,0.730340656,0.082139446,0.35084368
VA Buena Vista city,0.479146769,0.812480102,0.396370583,0.155046164,0.219993633,0.359439669
VA Charlottesville city,0.228907991,0.248646928,0.109519261,0.595351799,0.238459089,0.157911493
VA Chesapeake city,0.249920408,0.065265839,0.582617001,0.097102833,0.097421203,0.072588348
VA Colonial Heights city,0.429162687,0.435848456,0.254695957,0.573702642,0.039477873,0.251193887
VA Covington city,0.196434257,0.560012735,0.285896211,0.694364852,0.102833493,0.286214581
VA Danville city,0.279847182,0.897803247,0.202483286,0.813116842,0.05889844,0.426934097
VA Emporia city,0.416109519,0.980897803,0.334606813,0.888252149,0.121298949,0.59025788
VA Fairfax city,0.167780961,0.077045527,0.180197389,0.106335562,0.098057943,0.015281757
VA Falls Church city,0.154409424,0.018465457,0.053486151,0.047118752,0.035975804,0.00095511
VA Franklin city,0.271569564,0.757720471,0.256287806,0.686723973,0.088506845,0.358802929
VA Fredericksburg city,0.521489971,0.263928685,0.341610952,0.637695002,0.212352754,0.330149634
VA Galax city,0.271887934,0.953199618,0.11493155,0.901305317,0.133078637,0.464501751
VA Hampton city,0.482330468,0.343202802,0.58707418,0.461318052,0.109837631,0.332059854
VA Harrisonburg city,0.583572111,0.615409105,0.310092327,0.652340019,0.35052531,0.507800064
VA Hopewell city,0.180834129,0.870105062,0.844317096,0.665393187,0.093282394,0.560331105
VA Lexington city,0.597898758,0.47182426,0.126711238,0.542184018,0.395097103,0.385546004
VA Lynchburg city,0.467048711,0.505889844,0.151862464,0.653613499,0.149952245,0.314867876
VA Manassas city,0.216491563,0.204711875,0.158229863,0.226997771,0.257561286,0.068131168
VA Manassas Park city,0.23432028,0.17446673,0.872015282,0.208850684,0.320280166,0.275708373
VA Martinsville city,0.161413563,0.835721108,0.330149634,0.852594715,0.050620821,0.418974849
VA Newport News city,0.486150907,0.58866603,0.35498249,0.701687361,0.142629736,0.433938236
VA Norfolk city,0.332696593,0.450175103,0.403374721,0.726520216,0.210442534,0.382043935
VA Norton city,0.283985992,0.699458771,0.251830627,0.846545686,0.219993633,0.441579115
VA Petersburg city,0.41260745,0.916268704,0.382680675,0.792104425,0.096147724,0.541228908
VA Poquoson city,0.322508755,0.00031837,0.64597262,0.087233365,0.008595989,0.068449538
VA Portsmouth city,0.238459089,0.514167463,0.458452722,0.682903534,0.108882521,0.337472143
VA Radford city,0.58930277,0.335243553,0.619229545,0.507481694,0.306271888,0.461636422
VA Richmond city,0.269340974,0.702324101,0.298949379,0.748806113,0.155364534,0.400509392
VA Roanoke city,0.423750398,0.776185928,0.200891436,0.727475326,0.101560013,0.418656479
VA Salem city,0.375994906,0.066857689,0.098057943,0.385864374,0.076727157,0.05794333
VA Staunton city,0.300541229,0.435530086,0.17414836,0.672078956,0.055078001,0.217446673
VA Suffolk city,0.29321872,0.164278892,0.420248329,0.335243553,0.076090417,0.11843362
