st_cty,vac_rate,low,med,high,tot_hesi,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,party,believe_in_god,relig_rank,religious_index
AR Fulton County,27,0.27,0.22,0.15,0.64,0.378541866,0.832219039,0.250875517,0.618911175,0,0.77,5,0.7
AR Garland County,40.4,0.25,0.2,0.13,0.58,0.163960522,0.599172238,0.142948106,0.816300541,0,0.77,5,0.7
AR Grant County,39.2,0.26,0.2,0.13,0.59,0.205666985,0.23782235,0.812161732,0.165234002,0,0.77,5,0.7
AR Greene County,35.9,0.26,0.21,0.14,0.61,0.277936963,0.384909265,0.570200573,0.560649475,0,0.77,5,0.7
AR Hempstead County,25.6,0.26,0.21,0.14,0.61,0.363578478,0.859917224,0.628780643,0.638331741,0,0.77,5,0.7
AR Hot Spring County,36.2,0.25,0.2,0.13,0.58,0.230499841,0.890799109,0.598217128,0.579114932,0,0.77,5,0.7
AR Howard County,38.3,0.27,0.22,0.14,0.63,0.484559058,0.925819803,0.772683859,0.750716332,0,0.77,5,0.7
AR Independence County,33.8,0.27,0.22,0.15,0.64,0.23241006,0.736071315,0.222222222,0.497293855,0,0.77,5,0.7
AR Izard County,32.2,0.27,0.22,0.15,0.64,0.321872015,0.747851003,0.276345113,0.715377268,0,0.77,5,0.7
AR Jackson County,32.3,0.28,0.23,0.15,0.66,0.2330468,0.809614772,0.518624642,0.570837313,0,0.77,5,0.7
AR Jefferson County,36.6,0.26,0.2,0.13,0.59,0.329194524,0.866602993,0.40974212,0.855778415,1,0.77,5,0.7
AR Johnson County,38.5,0.26,0.21,0.14,0.61,0.331423114,0.945877109,0.718879338,0.755491882,0,0.77,5,0.7
AR Lafayette County,30.2,0.26,0.21,0.14,0.61,0.498885705,0.970073225,0.844953836,0.88124801,0,0.77,5,0.7
AR Lawrence County,36.9,0.26,0.21,0.14,0.61,0.446354664,0.595988539,0.680038204,0.394141993,0,0.77,5,0.7
AR Lee County,29.7,0.29,0.23,0.15,0.67,0.52944922,0.993632601,0.934415791,0.890480739,1,0.77,5,0.7
AR Lincoln County,28.2,0.28,0.22,0.15,0.65,0.558420885,0.874243871,0.834765998,0.701687361,0,0.77,5,0.7
AR Little River County,24.3,0.26,0.21,0.14,0.61,0.269022604,0.607449857,0.817255651,0.793059535,0,0.77,5,0.7
AR Logan County,37.5,0.27,0.22,0.14,0.63,0.41037886,0.657752308,0.626233684,0.366762178,0,0.77,5,0.7
AR Lonoke County,40.2,0.26,0.21,0.14,0.61,0.216809933,0.149633875,0.657752308,0.439032155,0,0.77,5,0.7
AR Madison County,35.2,0.24,0.2,0.13,0.57,0.343839542,0.82489653,0.631964343,0.720789557,0,0.77,5,0.7
AR Marion County,31.8,0.24,0.2,0.13,0.57,0.312639287,0.501114295,0.710283349,0.672397326,0,0.77,5,0.7
AR Miller County,11.4,0.26,0.21,0.14,0.61,0.254377587,0.677172875,0.702005731,0.817574021,0,0.77,5,0.7
AR Mississippi County,32.4,0.27,0.22,0.14,0.63,0.321235275,0.833492518,0.718560968,0.872333652,0,0.77,5,0.7
AR Monroe County,47.9,0.29,0.23,0.15,0.67,0.570837313,0.896211398,0.315822986,0.911811525,0,0.77,5,0.7
AR Montgomery County,32.1,0.25,0.2,0.13,0.58,0.421840178,0.94014645,0.524355301,0.511302133,0,0.77,5,0.7
AR Nevada County,33.3,0.26,0.21,0.14,0.61,0.451766953,0.858007004,0.858325374,0.595988539,0,0.77,5,0.7
AR Newton County,29.8,0.24,0.2,0.13,0.57,0.369945877,0.70487106,0.504934734,0.274753263,0,0.77,5,0.7
AR Ouachita County,44.5,0.25,0.2,0.13,0.58,0.29226361,0.890162369,0.371219357,0.830308819,0,0.77,5,0.7
AR Perry County,44.4,0.26,0.21,0.14,0.61,0.290035021,0.603629417,0.796879975,0.570200573,0,0.77,5,0.7
AR Phillips County,38.5,0.29,0.23,0.15,0.67,0.506526584,0.854504935,0.383954155,0.907991086,1,0.77,5,0.7
AR Pike County,36.5,0.26,0.21,0.14,0.61,0.455269023,0.814390322,0.685768863,0.53231455,0,0.77,5,0.7
AR Poinsett County,36.4,0.29,0.23,0.15,0.67,0.29608405,0.64756447,0.713785419,0.785418656,0,0.77,5,0.7
AR Polk County,29.2,0.27,0.22,0.14,0.63,0.433619866,0.894301178,0.193250557,0.729067176,0,0.77,5,0.7
AR Pope County,40.8,0.26,0.21,0.14,0.61,0.208532315,0.664438077,0.502706145,0.632601082,0,0.77,5,0.7
AR Prairie County,37.6,0.28,0.23,0.15,0.66,0.502706145,0.64597262,0.659980898,0.609041706,0,0.77,5,0.7
AR Pulaski County,49.9,0.23,0.18,0.11,0.52,0.23814072,0.52849411,0.11620503,0.676217765,1,0.77,5,0.7
AR Randolph County,33.5,0.26,0.21,0.14,0.61,0.441579115,0.783508437,0.562241324,0.500159185,0,0.77,5,0.7
AR Saline County,42.2,0.24,0.2,0.13,0.57,0.194842407,0.068449538,0.618274435,0.372811207,0,0.77,5,0.7
AR Scott County,33.5,0.27,0.22,0.14,0.63,0.414836039,0.912129895,0.574339382,0.911174785,0,0.77,5,0.7
AR Searcy County,34.2,0.24,0.2,0.13,0.57,0.421840178,0.871696912,0.487742757,0.837631328,0,0.77,5,0.7
AR Sebastian County,37.1,0.25,0.21,0.13,0.59,0.242279529,0.694364852,0.182744349,0.735434575,0,0.77,5,0.7
AR Sevier County,33.1,0.27,0.22,0.14,0.63,0.40910538,0.861827443,0.509710283,0.656478828,0,0.77,5,0.7
AR Sharp County,34.1,0.27,0.22,0.15,0.64,0.369945877,0.841770137,0.605221267,0.572429163,0,0.77,5,0.7
AR St. Francis County,40.2,0.29,0.23,0.15,0.67,0.304361668,0.848137536,0.623049984,0.907035976,1,0.77,5,0.7
AR Stone County,33.2,0.27,0.22,0.15,0.64,0.319961796,0.846864056,0.623368354,0.538363578,0,0.77,5,0.7
AR Union County,42.4,0.25,0.2,0.13,0.58,0.357847819,0.925819803,0.23272843,0.536134989,0,0.77,5,0.7
AR Van Buren County,37,0.27,0.22,0.15,0.64,0.325055715,0.682903534,0.209487424,0.809933142,0,0.77,5,0.7
AR Washington County,46.4,0.25,0.2,0.13,0.58,0.281120662,0.40910538,0.128303088,0.630372493,0,0.77,5,0.7
AR White County,38.5,0.28,0.23,0.15,0.66,0.200573066,0.482967208,0.312957657,0.760267431,0,0.77,5,0.7
AR Woodruff County,47.8,0.28,0.23,0.15,0.66,0.517987902,0.904489016,0.304998408,0.847500796,0,0.77,5,0.7
AR Yell County,36.7,0.26,0.21,0.14,0.61,0.360713149,0.88124801,0.810888252,0.568290353,0,0.77,5,0.7
AZ Apache County,69.8,0.32,0.21,0.16,0.69,0.99777141,1,0.970391595,0.972938555,1,0.62,27,0.53
AZ Cochise County,54.3,0.22,0.14,0.11,0.47,0.995224451,0.662209487,0.687042343,0.544094238,0,0.62,27,0.53
AZ Coconino County,68.9,0.25,0.16,0.12,0.53,0.99745304,0.546641197,0.537408469,0.41451767,1,0.62,27,0.53
AZ Gila County,53.1,0.24,0.16,0.13,0.53,0.985673352,0.935689271,0.847819166,0.674944285,0,0.62,27,0.53
AZ Graham County,50.9,0.24,0.16,0.13,0.53,0.988538682,0.728112066,0.82585164,0.575931232,0,0.62,27,0.53
AZ Greenlee County,36.1,0.24,0.16,0.13,0.53,0.829672079,0.391595033,0.895256288,0.095192614,0,0.62,27,0.53
AZ La Paz County,43.5,0.23,0.15,0.12,0.5,0.981216173,0.981534543,0.888252149,0.851002865,0,0.62,27,0.53
AZ Maricopa County,49.9,0.21,0.14,0.1,0.45,0.978350844,0.275390003,0.70359758,0.47309774,1,0.62,27,0.53
AZ Mohave County,38.3,0.23,0.15,0.12,0.5,0.958611907,0.754536772,0.819802611,0.504616364,0,0.62,27,0.53
AZ Navajo County,59.2,0.32,0.21,0.16,0.69,0.987265202,0.995224451,0.861509074,0.917223814,0,0.62,27,0.53
AZ Pima County,60.3,0.21,0.14,0.1,0.45,0.979624323,0.428207577,0.602992677,0.672397326,1,0.62,27,0.53
AZ Pinal County,44.7,0.24,0.16,0.13,0.53,0.993950971,0.406240051,0.93982808,0.377586756,0,0.62,27,0.53
AZ Santa Cruz County,87,0.22,0.14,0.11,0.47,0.88443171,0.951289398,0.919452404,0.568927093,1,0.62,27,0.53
AZ Yavapai County,44.9,0.2,0.14,0.11,0.45,0.971983445,0.382999045,0.730659026,0.342884432,0,0.62,27,0.53
AZ Yuma County,57.5,0.24,0.15,0.11,0.5,0.808978032,0.873925501,0.924546323,0.58707418,0,0.62,27,0.53
CA Alameda County,72.3,0.07,0.05,0.02,0.14,0.744667303,0.228907991,0.273798153,0.333651703,1,0.54,35,0.49
CA Alpine County,0,0.11,0.08,0.04,0.23,0.988857052,0.498248965,0.862464183,0.549188157,1,0.54,35,0.49
CA Amador County,56.9,0.11,0.08,0.04,0.23,0.786055396,0.258516396,0.508755174,0.222222222,0,0.54,35,0.49
CA Butte County,45.9,0.12,0.08,0.04,0.24,0.857051894,0.447628144,0.401782872,0.301177969,1,0.54,35,0.49
CA Calaveras County,54.4,0.11,0.08,0.04,0.23,0.973575294,0.345431391,0.597262018,0.013689908,0,0.54,35,0.49
CA Colusa County,49.5,0.13,0.08,0.04,0.25,0.88156638,0.673352436,0.534224769,0.513212353,0,0.54,35,0.49
CA Contra Costa County,68.9,0.08,0.05,0.03,0.16,0.744985673,0.196115887,0.380770455,0.077682267,1,0.54,35,0.49
CA Del Norte County,34.2,0.14,0.09,0.05,0.28,0.99968163,0.746577523,0.12034384,0.495702006,0,0.54,35,0.49
CA El Dorado County,55.3,0.09,0.06,0.03,0.18,0.76727157,0.105698822,0.425978988,0.049984082,0,0.54,35,0.49
CA Fresno County,50.6,0.12,0.07,0.03,0.22,0.82457816,0.697230181,0.289398281,0.505571474,1,0.54,35,0.49
CA Glenn County,44.9,0.13,0.08,0.04,0.25,0.864056033,0.921044253,0.720789557,0.226997771,0,0.54,35,0.49
CA Humboldt County,57.2,0.12,0.08,0.04,0.24,0.995542821,0.461954791,0.050620821,0.479146769,1,0.54,35,0.49
CA Imperial County,70.3,0.12,0.07,0.04,0.23,0.813753582,0.843043617,0.533588029,0.663482967,1,0.54,35,0.49
CA Inyo County,0,0.11,0.08,0.04,0.23,0.904170646,0.482330468,0.123845909,0.23432028,1,0.54,35,0.49
CA Kern County,41.8,0.13,0.08,0.04,0.25,0.848455906,0.758675581,0.534543139,0.379496975,0,0.54,35,0.49
CA Kings County,36.9,0.14,0.09,0.04,0.27,0.877745941,0.695319962,0.41292582,0.276345113,0,0.54,35,0.49
CA Lake County,50.2,0.13,0.09,0.04,0.26,0.996816301,0.840815027,0.501114295,0.280802292,1,0.54,35,0.49
CA Lassen County,29.8,0.14,0.09,0.05,0.28,0.892709328,0.640878701,0.386819484,0.170009551,0,0.54,35,0.49
CA Los Angeles County,62,0.1,0.06,0.03,0.19,0.858962114,0.449538364,0.243234639,0.563833174,1,0.54,35,0.49
CA Madera County,45,0.13,0.08,0.04,0.25,0.928366762,0.730340656,0.337790513,0.183381089,0,0.54,35,0.49
CA Marin County,80.6,0.07,0.05,0.02,0.14,0.783190067,0.088825215,0.146450175,0.023241006,1,0.54,35,0.49
CA Mariposa County,0,0.11,0.08,0.04,0.23,0.99808978,0.7669532,0.615727475,0.152499204,0,0.54,35,0.49
CA Mendocino County,59.1,0.13,0.09,0.04,0.26,0.909264565,0.711238459,0.055396371,0.418656479,1,0.54,35,0.49
CA Merced County,43.1,0.13,0.08,0.04,0.25,0.805475963,0.657752308,0.604902897,0.41069723,1,0.54,35,0.49
CA Modoc County,0,0.14,0.09,0.05,0.28,0.972620185,0.950334288,0.225087552,0.277300223,0,0.54,35,0.49
CA Mono County,0,0.11,0.08,0.04,0.23,0.966889526,0.384272525,0.449219994,0.201846546,1,0.54,35,0.49
CA Monterey County,60.8,0.11,0.07,0.03,0.21,0.793377905,0.477554919,0.408468641,0.168736071,1,0.54,35,0.49
CA Napa County,70.9,0.08,0.06,0.03,0.17,0.806431073,0.239095829,0.262336835,0.098376313,1,0.54,35,0.49
CA Nevada County,56.7,0.11,0.07,0.04,0.22,0.978032474,0.124164279,0.313594397,0.092327284,1,0.54,35,0.49
CA Orange County,63.2,0.08,0.05,0.03,0.16,0.76313276,0.240050939,0.1747851,0.082139446,1,0.54,35,0.49
CA Placer County,57.5,0.08,0.06,0.03,0.17,0.76249602,0.072906718,0.278573703,0.017828717,0,0.54,35,0.49
CA Plumas County,0,0.14,0.09,0.05,0.28,0.954473098,0.500159185,0.11524992,0.11907036,0,0.54,35,0.49
CA Riverside County,48.9,0.11,0.07,0.03,0.21,0.878701051,0.439350525,0.504616364,0.105698822,1,0.54,35,0.49
CA Sacramento County,56.3,0.11,0.07,0.03,0.21,0.785418656,0.340655842,0.366125438,0.213626234,1,0.54,35,0.49
CA San Benito County,54.1,0.12,0.08,0.04,0.24,0.88475008,0.336517033,0.614453996,0.05921681,1,0.54,35,0.49
CA San Bernardino County,47.1,0.12,0.07,0.04,0.23,0.961477237,0.497612225,0.47341611,0.137854187,1,0.54,35,0.49
CA San Diego County,89.3,0.1,0.06,0.03,0.19,0.892072588,0.255969436,0.282712512,0.189111748,1,0.54,35,0.49
CA San Francisco County,77.8,0.06,0.04,0.02,0.12,0.848774276,0.193887297,0.100286533,0.41165234,1,0.54,35,0.49
CA San Joaquin County,55.5,0.11,0.07,0.04,0.22,0.797516714,0.537726839,0.524992041,0.239414199,1,0.54,35,0.49
CA San Luis Obispo County,54.5,0.1,0.07,0.03,0.2,0.709964979,0.213944604,0.17510347,0.078319007,1,0.54,35,0.49
CA San Mateo County,75.6,0.06,0.04,0.02,0.12,0.759949061,0.123209169,0.262018465,0.06112703,1,0.54,35,0.49
CA Santa Barbara County,62,0.11,0.07,0.03,0.21,0.777777778,0.332696593,0.168736071,0.327284304,1,0.54,35,0.49
CA Santa Clara County,76.2,0.06,0.04,0.02,0.12,0.769181789,0.129576568,0.290990131,0.05635148,1,0.54,35,0.49
CA Santa Cruz County,71.1,0.09,0.06,0.03,0.18,0.88379497,0.318688316,0.139127666,0.093282394,1,0.54,35,0.49
CA Shasta County,43.1,0.12,0.08,0.04,0.24,0.874562241,0.47118752,0.053804521,0.35052531,0,0.54,35,0.49
CA Sierra County,0,0.11,0.07,0.04,0.22,0.990448902,0.534224769,0.23272843,0.718242598,0,0.54,35,0.49
CA Siskiyou County,47.5,0.14,0.09,0.05,0.28,0.946832219,0.655842089,0.071314868,0.393186883,0,0.54,35,0.49
CA Solano County,60.6,0.1,0.06,0.03,0.19,0.859917224,0.252785737,0.418019739,0.05698822,1,0.54,35,0.49
CA Sonoma County,69.8,0.09,0.06,0.03,0.18,0.792741165,0.210124164,0.23782235,0.081821076,1,0.54,35,0.49
CA Stanislaus County,55,0.12,0.08,0.04,0.24,0.796879975,0.548233047,0.435530086,0.169054441,1,0.54,35,0.49
CA Sutter County,49.2,0.13,0.08,0.04,0.25,0.757720471,0.58643744,0.189111748,0.313912767,0,0.54,35,0.49
CA Tehama County,33.6,0.13,0.08,0.04,0.25,0.858643744,0.893027698,0.442215855,0.431072907,0,0.54,35,0.49
CA Trinity County,0,0.13,0.08,0.04,0.25,0.992677491,0.876154091,0.520853231,0.525310411,0,0.54,35,0.49
CA Tulare County,41.9,0.13,0.08,0.04,0.25,0.837312958,0.82266794,0.300222859,0.248965298,0,0.54,35,0.49
CA Tuolumne County,53.5,0.11,0.08,0.04,0.23,0.971665075,0.442215855,0.23400191,0.114613181,0,0.54,35,0.49
CA Ventura County,63.5,0.09,0.06,0.03,0.18,0.753263292,0.256606176,0.231773321,0.114294811,1,0.54,35,0.49
CA Yolo County,61.5,0.1,0.06,0.03,0.19,0.82362305,0.312957657,0.246099968,0.29576568,1,0.54,35,0.49
CA Yuba County,41.4,0.13,0.08,0.04,0.25,0.831263929,0.562241324,0.678764725,0.338427252,0,0.54,35,0.49
CO Adams County,39.6,0.12,0.08,0.05,0.25,0.287488061,0.304361668,0.427889207,0.196115887,1,0.55,41,0.47
CO Alamosa County,31.6,0.13,0.08,0.05,0.26,0.384909265,0.839859917,0.094555874,0.710283349,0,0.55,41,0.47
CO Arapahoe County,36,0.11,0.07,0.04,0.22,0.242279529,0.146450175,0.425023878,0.144858325,1,0.55,41,0.47
CO Archuleta County,31.3,0.11,0.07,0.04,0.22,0.520534862,0.162368672,0.403374721,0.172238141,0,0.55,41,0.47
CO Baca County,8.8,0.13,0.08,0.05,0.26,0.556510665,0.776504298,0.601400828,0.52944922,0,0.55,41,0.47
CO Bent County,7.2,0.15,0.09,0.06,0.3,0.592168099,0.858007004,0.610633556,0.804839223,0,0.55,41,0.47
CO Boulder County,45.3,0.09,0.06,0.03,0.18,0.263291945,0.054122891,0.329194524,0.097739573,1,0.55,41,0.47
CO Broomfield County,44.2,0.09,0.06,0.03,0.18,0.205985355,0.029290035,0.532632919,0.016555237,1,0.55,41,0.47
CO Chaffee County,28.8,0.13,0.08,0.05,0.26,0.305316778,0.239732569,0.112384591,0.566380134,1,0.55,41,0.47
CO Cheyenne County,8,0.15,0.09,0.06,0.3,0.522126711,0.121935689,0.386501114,0.245144858,0,0.55,41,0.47
CO Clear Creek County,28.9,0.07,0.05,0.03,0.15,0.23368354,0.101560013,0.727156956,0.173193251,1,0.55,41,0.47
CO Conejos County,6.6,0.13,0.08,0.05,0.26,0.498248965,0.932505571,0.348296721,0.752308182,0,0.55,41,0.47
CO Costilla County,34,0.13,0.08,0.05,0.26,0.339382362,0.979305954,0.700095511,0.692773002,1,0.55,41,0.47
CO Crowley County,8.2,0.15,0.09,0.06,0.3,0.463546641,0.856733524,0.631009233,0.182744349,0,0.55,41,0.47
CO Custer County,21.9,0.13,0.08,0.05,0.26,0.316459726,0.439032155,0.659662528,0.264247055,0,0.55,41,0.47
CO Delta County,18.5,0.12,0.08,0.05,0.25,0.213307864,0.789557466,0.537726839,0.418019739,0,0.55,41,0.47
CO Denver County,47.3,0.1,0.07,0.04,0.21,0.244508118,0.262018465,0.255332697,0.616364215,1,0.55,41,0.47
CO Dolores County,24.3,0.11,0.07,0.04,0.22,0.518624642,0.614135626,0.472461,0.035975804,0,0.55,41,0.47
CO Douglas County,43.7,0.09,0.06,0.04,0.19,0.230818211,0.006367399,0.517032792,0.009551098,0,0.55,41,0.47
CO Eagle County,47.4,0.1,0.07,0.04,0.21,0.332378223,0.188156638,0.169372811,0.185291309,1,0.55,41,0.47
CO El Paso County,41,0.13,0.08,0.05,0.26,0.336198663,0.099968163,0.454950653,0.088188475,0,0.55,41,0.47
CO Elbert County,19.6,0.1,0.07,0.04,0.21,0.252148997,0.00063674,0.747532633,0.035975804,0,0.55,41,0.47
CO Fremont County,16.7,0.13,0.08,0.05,0.26,0.289716651,0.380452085,0.594078319,0.419293219,0,0.55,41,0.47
CO Garfield County,35.2,0.13,0.08,0.05,0.26,0.392550143,0.188793378,0.385864374,0.253422477,1,0.55,41,0.47
CO Gilpin County,41.2,0.07,0.05,0.03,0.15,0.268067494,0.062400509,0.726201847,0.055714741,1,0.55,41,0.47
CO Grand County,43.1,0.1,0.07,0.04,0.21,0.518306272,0.070359758,0.612862146,0.230818211,0,0.55,41,0.47
CO Gunnison County,38.4,0.11,0.07,0.04,0.22,0.361668259,0.109200891,0.212034384,0.151544094,1,0.55,41,0.47
CO Hinsdale County,30.5,0.11,0.07,0.04,0.22,0.35179879,0.069404648,0.70487106,0.189748488,0,0.55,41,0.47
CO Huerfano County,20.4,0.13,0.08,0.05,0.26,0.492836676,0.82617001,0.094874244,0.810569882,0,0.55,41,0.47
CO Jackson County,17.1,0.1,0.07,0.04,0.21,0.507163324,0.604584527,0.690544413,0.110156001,0,0.55,41,0.47
CO Jefferson County,50.6,0.1,0.06,0.04,0.2,0.239732569,0.045526902,0.424705508,0.032155365,1,0.55,41,0.47
CO Kiowa County,17.7,0.15,0.09,0.06,0.3,0.435848456,0.226042662,0.497930595,0.375994906,0,0.55,41,0.47
CO Kit Carson County,13.1,0.15,0.09,0.06,0.3,0.609996816,0.432028017,0.551735116,0.607449857,0,0.55,41,0.47
CO La Plata County,38.1,0.11,0.07,0.04,0.22,0.275708373,0.1197071,0.140082776,0.127029608,1,0.55,41,0.47
CO Lake County,40,0.13,0.08,0.05,0.26,0.301814709,0.520534862,0.163960522,0.267112385,1,0.55,41,0.47
CO Larimer County,39.7,0.11,0.07,0.04,0.22,0.23241006,0.055714741,0.35466412,0.064629099,1,0.55,41,0.47
CO Las Animas County,24.7,0.13,0.08,0.05,0.26,0.560649475,0.919134034,0.495383636,0.747532633,0,0.55,41,0.47
CO Lincoln County,18.1,0.15,0.09,0.06,0.3,0.393186883,0.615090735,0.140082776,0.546641197,0,0.55,41,0.47
CO Logan County,11.7,0.15,0.09,0.06,0.3,0.420248329,0.209487424,0.190066858,0.669850366,0,0.55,41,0.47
CO Mesa County,19.3,0.14,0.09,0.05,0.28,0.266157275,0.221903852,0.267112385,0.213944604,0,0.55,41,0.47
CO Mineral County,43,0.13,0.08,0.05,0.26,0.324737345,0.067812798,0.746895893,0.17892391,0,0.55,41,0.47
CO Moffat County,24.8,0.13,0.08,0.05,0.26,0.523400191,0.553008596,0.221585482,0.701050621,0,0.55,41,0.47
CO Montezuma County,36.9,0.11,0.07,0.04,0.22,0.505889844,0.747532633,0.228271251,0.213944604,0,0.55,41,0.47
CO Montrose County,5.9,0.12,0.08,0.05,0.25,0.323782235,0.720471188,0.197389366,0.429799427,0,0.55,41,0.47
CO Morgan County,28.6,0.15,0.09,0.06,0.3,0.260744986,0.462591531,0.212989494,0.369627507,0,0.55,41,0.47
CO Otero County,17.8,0.13,0.08,0.05,0.26,0.427570837,0.922954473,0.35020694,0.810888252,0,0.55,41,0.47
CO Ouray County,27.9,0.12,0.08,0.05,0.25,0.306590258,0.018783827,0.562241324,0.164278892,1,0.55,41,0.47
CO Park County,19.3,0.13,0.08,0.05,0.26,0.316141356,0.013689908,0.734161095,0.123209169,0,0.55,41,0.47
CO Phillips County,27.6,0.15,0.09,0.06,0.3,0.442852595,0.330786374,0.376631646,0.270296084,0,0.55,41,0.47
CO Pitkin County,53.2,0.1,0.07,0.04,0.21,0.319006686,0.089461955,0.260426616,0.548233047,1,0.55,41,0.47
CO Prowers County,22.5,0.13,0.08,0.05,0.26,0.445717924,0.768226679,0.290353391,0.501432665,0,0.55,41,0.47
CO Pueblo County,27.5,0.13,0.08,0.05,0.26,0.286532951,0.685132124,0.247373448,0.446673034,1,0.55,41,0.47
CO Rio Blanco County,9.7,0.13,0.08,0.05,0.26,0.563514804,0.241961159,0.238459089,0.147086915,0,0.55,41,0.47
CO Rio Grande County,25.2,0.13,0.08,0.05,0.26,0.608723337,0.911493155,0.29290035,0.834129258,0,0.55,41,0.47
CO Routt County,50.3,0.13,0.08,0.05,0.26,0.387774594,0.05730659,0.083731296,0.136262337,1,0.55,41,0.47
CO Saguache County,10.4,0.13,0.08,0.05,0.26,0.389684814,0.907991086,0.476281439,0.625278574,1,0.55,41,0.47
CO San Juan County,64.7,0.11,0.07,0.04,0.22,0.276981853,0.47341611,0.728748806,0.517669532,1,0.55,41,0.47
CO San Miguel County,60.5,0.12,0.08,0.05,0.25,0.41133397,0.214262974,0.183062719,0.187519898,1,0.55,41,0.47
CO Sedgwick County,30.2,0.15,0.09,0.06,0.3,0.492199936,0.672715696,0.463546641,0.438713785,0,0.55,41,0.47
CO Summit County,62.4,0.1,0.07,0.04,0.21,0.284304362,0.200254696,0.076090417,0.220312003,1,0.55,41,0.47
CO Teller County,17,0.14,0.08,0.05,0.27,0.259471506,0.033110474,0.489334607,0.11556829,0,0.55,41,0.47
CO Washington County,12.3,0.15,0.09,0.06,0.3,0.405603311,0.238459089,0.758993951,0.225405922,0,0.55,41,0.47
CO Weld County,31.2,0.12,0.08,0.05,0.25,0.268385864,0.185609678,0.669531996,0.092964024,0,0.55,41,0.47
CO Yuma County,24,0.15,0.09,0.06,0.3,0.484240688,0.59025788,0.446354664,0.304680038,0,0.55,41,0.47
CT Fairfield County,72.6,0.07,0.05,0.03,0.15,0.289398281,0.17605858,0.0614454,0.357529449,1,0.54,47,0.43
CT Hartford County,67,0.08,0.05,0.03,0.16,0.075453677,0.300222859,0.024832856,0.319961796,1,0.54,47,0.43
CT Litchfield County,68.4,0.08,0.06,0.03,0.17,0.247373448,0.068767908,0.130213308,0.096784464,0,0.54,47,0.43
CT Middlesex County,75.7,0.08,0.05,0.03,0.16,0.257879656,0.084368036,0.017191977,0.078637377,1,0.54,47,0.43
CT New Haven County,68,0.09,0.06,0.03,0.18,0.081502706,0.344476281,0.020057307,0.375039796,1,0.54,47,0.43
CT New London County,68.9,0.09,0.06,0.03,0.18,0.258198026,0.253740847,0.107927412,0.152499204,1,0.54,47,0.43
CT Tolland County,60.2,0.08,0.06,0.03,0.17,0.276663483,0.034383954,0.316778096,0.028971665,1,0.54,47,0.43
CT Windham County,55.8,0.1,0.07,0.04,0.21,0.348615091,0.320598535,0.239732569,0.23814072,0,0.54,47,0.43
DE Kent County,46.2,0.14,0.07,0.04,0.25,0.619229545,0.416427889,0.288443171,0.321235275,1,0.61,32,0.52
DE New Castle County,61.4,0.12,0.06,0.03,0.21,0.598217128,0.23559376,0.093600764,0.188475008,1,0.61,32,0.52
DE Sussex County,60.7,0.11,0.06,0.03,0.2,0.488061127,0.407513531,0.113976441,0.05985355,0,0.61,32,0.52
FL Alachua County,57.5,0.17,0.12,0.08,0.37,0.928048392,0.314231137,0.332696593,0.610633556,1,0.64,22,0.54
FL Baker County,28.9,0.21,0.16,0.1,0.47,0.986310092,0.361668259,0.876472461,0.320598535,0,0.64,22,0.54
FL Bay County,41.1,0.21,0.16,0.1,0.47,0.985991722,0.248965298,0.475963069,0.721107927,0,0.64,22,0.54
FL Bradford County,35.6,0.25,0.18,0.12,0.55,0.811524992,0.858007004,0.776185928,0.929003502,0,0.64,22,0.54
FL Brevard County,55.8,0.17,0.13,0.08,0.38,0.954791468,0.223495702,0.395415473,0.464501751,0,0.64,22,0.54
FL Broward County,62.7,0.17,0.12,0.08,0.37,0.975167144,0.419293219,0.435848456,0.776185928,1,0.64,22,0.54
FL Calhoun County,30,0.23,0.17,0.12,0.52,0.910219675,0.862464183,0.918815664,0.916905444,0,0.64,22,0.54
FL Charlotte County,64,0.17,0.12,0.08,0.37,0.783190067,0.390639924,0.433619866,0.654250239,0,0.64,22,0.54
FL Citrus County,50.6,0.18,0.14,0.09,0.41,0.901623687,0.638331741,0.46991404,0.64469914,0,0.64,22,0.54
FL Clay County,40.9,0.19,0.14,0.09,0.42,0.977077364,0.086596625,0.436803566,0.360076409,0,0.64,22,0.54
FL Collier County,62.8,0.15,0.11,0.07,0.33,0.856415154,0.298631009,0.190385228,0.597898758,0,0.64,22,0.54
FL Columbia County,33.9,0.25,0.18,0.12,0.55,0.983126393,0.458452722,0.58611907,0.653931869,0,0.64,22,0.54
FL Dixie County,31.1,0.25,0.18,0.12,0.55,0.605539637,0.914995224,0.962432346,0.977077364,0,0.64,22,0.54
FL Duval County,50.2,0.2,0.14,0.09,0.43,0.949697549,0.359121299,0.46800382,0.802610634,1,0.64,22,0.54
FL Escambia County,44.5,0.22,0.15,0.1,0.47,0.9385546,0.347023241,0.362304998,0.632601082,0,0.64,22,0.54
FL Flagler County,56.5,0.17,0.12,0.08,0.37,0.925819803,0.609678446,0.58866603,0.499840815,0,0.64,22,0.54
FL Franklin County,39.6,0.23,0.17,0.12,0.52,0.876154091,0.486469277,0.460999682,0.777777778,0,0.64,22,0.54
FL Gadsden County,48.3,0.23,0.17,0.12,0.52,0.877427571,0.970709965,0.906399236,0.968799745,1,0.64,22,0.54
